{'SiO2': 87, 'TiO2': 91, 'Al2O3': 71, 'FeO': 17, 'MnO': 18, 'MgO': 72, 'CaO': 69, 'Na2O': 1, 'K2O': 100, 'F': 97, 'Cl': 80, 'Bjergart': 'Dunit'}
{'SiO2': 52, 'TiO2': 62, 'Al2O3': 80, 'FeO': 87, 'MnO': 38, 'MgO': 78, 'CaO': 53, 'Na2O': 52, 'K2O': 41, 'F': 73, 'Cl': 18, 'Bjergart': 'Dunit'}
{'SiO2': 92, 'TiO2': 77, 'Al2O3': 11, 'FeO': 33, 'MnO': 98, 'MgO': 35, 'CaO': 99, 'Na2O': 39, 'K2O': 16, 'F': 47, 'Cl': 16, 'Bjergart': 'Basalt'}
{'SiO2': 94, 'TiO2': 69, 'Al2O3': 78, 'FeO': 48, 'MnO': 36, 'MgO': 63, 'CaO': 70, 'Na2O': 72, 'K2O': 40, 'F': 71, 'Cl': 23, 'Bjergart': 'Harzburgite'}
{'SiO2': 29, 'TiO2': 96, 'Al2O3': 98, 'FeO': 98, 'MnO': 77, 'MgO': 59, 'CaO': 98, 'Na2O': 59, 'K2O': 26, 'F': 73, 'Cl': 74, 'Bjergart': 'Gnejs'}
{'SiO2': 71, 'TiO2': 59, 'Al2O3': 35, 'FeO': 72, 'MnO': 88, 'MgO': 89, 'CaO': 0, 'Na2O': 80, 'K2O': 89, 'F': 16, 'Cl': 13, 'Bjergart': 'Gnejs'}
{'SiO2': 37, 'TiO2': 50, 'Al2O3': 92, 'FeO': 91, 'MnO': 63, 'MgO': 74, 'CaO': 94, 'Na2O': 77, 'K2O': 67, 'F': 20, 'Cl': 46, 'Bjergart': 'Amfibolit'}
{'SiO2': 20, 'TiO2': 81, 'Al2O3': 6, 'FeO': 96, 'MnO': 10, 'MgO': 29, 'CaO': 73, 'Na2O': 4, 'K2O': 88, 'F': 51, 'Cl': 39, 'Bjergart': 'Granit'}
{'SiO2': 45, 'TiO2': 94, 'Al2O3': 19, 'FeO': 53, 'MnO': 75, 'MgO': 19, 'CaO': 95, 'Na2O': 85, 'K2O': 81, 'F': 13, 'Cl': 50, 'Bjergart': 'Harzburgite'}
{'SiO2': 52, 'TiO2': 67, 'Al2O3': 57, 'FeO': 2, 'MnO': 71, 'MgO': 75, 'CaO': 31, 'Na2O': 60, 'K2O': 56, 'F': 0, 'Cl': 15, 'Bjergart': 'Dunit'}
{'SiO2': 0, 'TiO2': 92, 'Al2O3': 98, 'FeO': 93, 'MnO': 75, 'MgO': 58, 'CaO': 50, 'Na2O': 74, 'K2O': 18, 'F': 55, 'Cl': 86, 'Bjergart': 'Granulit'}
{'SiO2': 93, 'TiO2': 92, 'Al2O3': 9, 'FeO': 61, 'MnO': 80, 'MgO': 30, 'CaO': 33, 'Na2O': 94, 'K2O': 52, 'F': 69, 'Cl': 23, 'Bjergart': 'Basalt'}
{'SiO2': 95, 'TiO2': 4, 'Al2O3': 59, 'FeO': 86, 'MnO': 47, 'MgO': 64, 'CaO': 32, 'Na2O': 20, 'K2O': 18, 'F': 84, 'Cl': 28, 'Bjergart': 'Harzburgite'}
{'SiO2': 72, 'TiO2': 68, 'Al2O3': 60, 'FeO': 14, 'MnO': 49, 'MgO': 78, 'CaO': 64, 'Na2O': 6, 'K2O': 84, 'F': 25, 'Cl': 12, 'Bjergart': 'Granit'}
{'SiO2': 67, 'TiO2': 63, 'Al2O3': 0, 'FeO': 6, 'MnO': 48, 'MgO': 49, 'CaO': 17, 'Na2O': 64, 'K2O': 63, 'F': 38, 'Cl': 61, 'Bjergart': 'Basalt'}
{'SiO2': 67, 'TiO2': 37, 'Al2O3': 90, 'FeO': 42, 'MnO': 59, 'MgO': 42, 'CaO': 93, 'Na2O': 91, 'K2O': 63, 'F': 62, 'Cl': 78, 'Bjergart': 'Harzburgite'}
{'SiO2': 54, 'TiO2': 75, 'Al2O3': 10, 'FeO': 73, 'MnO': 38, 'MgO': 29, 'CaO': 7, 'Na2O': 82, 'K2O': 87, 'F': 36, 'Cl': 15, 'Bjergart': 'Granit'}
{'SiO2': 79, 'TiO2': 60, 'Al2O3': 75, 'FeO': 84, 'MnO': 83, 'MgO': 45, 'CaO': 62, 'Na2O': 72, 'K2O': 56, 'F': 28, 'Cl': 18, 'Bjergart': 'Harzburgite'}
{'SiO2': 5, 'TiO2': 17, 'Al2O3': 38, 'FeO': 61, 'MnO': 87, 'MgO': 78, 'CaO': 31, 'Na2O': 17, 'K2O': 25, 'F': 6, 'Cl': 53, 'Bjergart': 'Granit'}
{'SiO2': 40, 'TiO2': 45, 'Al2O3': 26, 'FeO': 71, 'MnO': 75, 'MgO': 64, 'CaO': 66, 'Na2O': 21, 'K2O': 7, 'F': 39, 'Cl': 37, 'Bjergart': 'Amfibolit'}
{'SiO2': 27, 'TiO2': 46, 'Al2O3': 12, 'FeO': 85, 'MnO': 23, 'MgO': 22, 'CaO': 39, 'Na2O': 51, 'K2O': 96, 'F': 46, 'Cl': 85, 'Bjergart': 'Dunit'}
{'SiO2': 65, 'TiO2': 81, 'Al2O3': 47, 'FeO': 52, 'MnO': 85, 'MgO': 57, 'CaO': 76, 'Na2O': 18, 'K2O': 23, 'F': 43, 'Cl': 14, 'Bjergart': 'Gnejs'}
{'SiO2': 40, 'TiO2': 73, 'Al2O3': 85, 'FeO': 79, 'MnO': 75, 'MgO': 53, 'CaO': 5, 'Na2O': 59, 'K2O': 76, 'F': 84, 'Cl': 52, 'Bjergart': 'Harzburgite'}
{'SiO2': 56, 'TiO2': 85, 'Al2O3': 33, 'FeO': 45, 'MnO': 71, 'MgO': 1, 'CaO': 97, 'Na2O': 4, 'K2O': 35, 'F': 83, 'Cl': 42, 'Bjergart': 'Harzburgite'}
{'SiO2': 65, 'TiO2': 97, 'Al2O3': 1, 'FeO': 23, 'MnO': 81, 'MgO': 17, 'CaO': 9, 'Na2O': 97, 'K2O': 17, 'F': 19, 'Cl': 81, 'Bjergart': 'Amfibolit'}
{'SiO2': 79, 'TiO2': 67, 'Al2O3': 92, 'FeO': 56, 'MnO': 29, 'MgO': 49, 'CaO': 89, 'Na2O': 90, 'K2O': 55, 'F': 89, 'Cl': 37, 'Bjergart': 'Amfibolit'}
{'SiO2': 66, 'TiO2': 95, 'Al2O3': 52, 'FeO': 95, 'MnO': 81, 'MgO': 19, 'CaO': 96, 'Na2O': 8, 'K2O': 15, 'F': 1, 'Cl': 17, 'Bjergart': 'Gnejs'}
{'SiO2': 15, 'TiO2': 37, 'Al2O3': 3, 'FeO': 33, 'MnO': 9, 'MgO': 20, 'CaO': 53, 'Na2O': 73, 'K2O': 44, 'F': 29, 'Cl': 32, 'Bjergart': 'Basalt'}
{'SiO2': 1, 'TiO2': 98, 'Al2O3': 55, 'FeO': 13, 'MnO': 85, 'MgO': 30, 'CaO': 62, 'Na2O': 8, 'K2O': 28, 'F': 34, 'Cl': 37, 'Bjergart': 'Amfibolit'}
{'SiO2': 61, 'TiO2': 54, 'Al2O3': 62, 'FeO': 39, 'MnO': 73, 'MgO': 18, 'CaO': 68, 'Na2O': 16, 'K2O': 46, 'F': 51, 'Cl': 34, 'Bjergart': 'Granit'}
{'SiO2': 79, 'TiO2': 59, 'Al2O3': 75, 'FeO': 7, 'MnO': 73, 'MgO': 26, 'CaO': 54, 'Na2O': 33, 'K2O': 57, 'F': 19, 'Cl': 11, 'Bjergart': 'Granulit'}
{'SiO2': 6, 'TiO2': 9, 'Al2O3': 63, 'FeO': 46, 'MnO': 19, 'MgO': 87, 'CaO': 63, 'Na2O': 62, 'K2O': 75, 'F': 2, 'Cl': 21, 'Bjergart': 'Harzburgite'}
{'SiO2': 67, 'TiO2': 8, 'Al2O3': 55, 'FeO': 78, 'MnO': 1, 'MgO': 100, 'CaO': 25, 'Na2O': 96, 'K2O': 77, 'F': 79, 'Cl': 68, 'Bjergart': 'Gnejs'}
{'SiO2': 21, 'TiO2': 38, 'Al2O3': 90, 'FeO': 59, 'MnO': 13, 'MgO': 62, 'CaO': 43, 'Na2O': 34, 'K2O': 77, 'F': 49, 'Cl': 26, 'Bjergart': 'Granit'}
{'SiO2': 56, 'TiO2': 97, 'Al2O3': 60, 'FeO': 11, 'MnO': 65, 'MgO': 59, 'CaO': 87, 'Na2O': 77, 'K2O': 24, 'F': 81, 'Cl': 93, 'Bjergart': 'Amfibolit'}
{'SiO2': 41, 'TiO2': 59, 'Al2O3': 22, 'FeO': 57, 'MnO': 44, 'MgO': 97, 'CaO': 26, 'Na2O': 83, 'K2O': 1, 'F': 25, 'Cl': 35, 'Bjergart': 'Gnejs'}
{'SiO2': 79, 'TiO2': 25, 'Al2O3': 82, 'FeO': 48, 'MnO': 11, 'MgO': 31, 'CaO': 46, 'Na2O': 59, 'K2O': 51, 'F': 28, 'Cl': 37, 'Bjergart': 'Dunit'}
{'SiO2': 40, 'TiO2': 44, 'Al2O3': 81, 'FeO': 9, 'MnO': 48, 'MgO': 84, 'CaO': 45, 'Na2O': 13, 'K2O': 32, 'F': 95, 'Cl': 23, 'Bjergart': 'Amfibolit'}
{'SiO2': 95, 'TiO2': 74, 'Al2O3': 56, 'FeO': 67, 'MnO': 56, 'MgO': 33, 'CaO': 81, 'Na2O': 85, 'K2O': 21, 'F': 79, 'Cl': 58, 'Bjergart': 'Harzburgite'}
{'SiO2': 30, 'TiO2': 19, 'Al2O3': 79, 'FeO': 67, 'MnO': 21, 'MgO': 14, 'CaO': 86, 'Na2O': 9, 'K2O': 66, 'F': 100, 'Cl': 26, 'Bjergart': 'Granulit'}
{'SiO2': 73, 'TiO2': 93, 'Al2O3': 47, 'FeO': 34, 'MnO': 71, 'MgO': 36, 'CaO': 22, 'Na2O': 33, 'K2O': 34, 'F': 75, 'Cl': 67, 'Bjergart': 'Harzburgite'}
{'SiO2': 13, 'TiO2': 92, 'Al2O3': 30, 'FeO': 86, 'MnO': 19, 'MgO': 43, 'CaO': 15, 'Na2O': 32, 'K2O': 7, 'F': 96, 'Cl': 30, 'Bjergart': 'Granit'}
{'SiO2': 8, 'TiO2': 33, 'Al2O3': 80, 'FeO': 66, 'MnO': 36, 'MgO': 83, 'CaO': 22, 'Na2O': 94, 'K2O': 70, 'F': 1, 'Cl': 82, 'Bjergart': 'Harzburgite'}
{'SiO2': 53, 'TiO2': 47, 'Al2O3': 99, 'FeO': 71, 'MnO': 100, 'MgO': 18, 'CaO': 86, 'Na2O': 86, 'K2O': 6, 'F': 22, 'Cl': 28, 'Bjergart': 'Harzburgite'}
{'SiO2': 30, 'TiO2': 1, 'Al2O3': 79, 'FeO': 42, 'MnO': 26, 'MgO': 14, 'CaO': 19, 'Na2O': 2, 'K2O': 1, 'F': 32, 'Cl': 85, 'Bjergart': 'Amfibolit'}
{'SiO2': 22, 'TiO2': 73, 'Al2O3': 13, 'FeO': 80, 'MnO': 84, 'MgO': 61, 'CaO': 44, 'Na2O': 65, 'K2O': 30, 'F': 31, 'Cl': 49, 'Bjergart': 'Amfibolit'}
{'SiO2': 4, 'TiO2': 92, 'Al2O3': 22, 'FeO': 51, 'MnO': 14, 'MgO': 37, 'CaO': 18, 'Na2O': 19, 'K2O': 31, 'F': 90, 'Cl': 53, 'Bjergart': 'Granulit'}
{'SiO2': 37, 'TiO2': 85, 'Al2O3': 1, 'FeO': 87, 'MnO': 36, 'MgO': 82, 'CaO': 77, 'Na2O': 18, 'K2O': 7, 'F': 45, 'Cl': 41, 'Bjergart': 'Amfibolit'}
{'SiO2': 69, 'TiO2': 43, 'Al2O3': 50, 'FeO': 71, 'MnO': 86, 'MgO': 48, 'CaO': 75, 'Na2O': 38, 'K2O': 58, 'F': 26, 'Cl': 59, 'Bjergart': 'Granulit'}
{'SiO2': 91, 'TiO2': 4, 'Al2O3': 32, 'FeO': 74, 'MnO': 43, 'MgO': 83, 'CaO': 25, 'Na2O': 80, 'K2O': 88, 'F': 98, 'Cl': 87, 'Bjergart': 'Basalt'}
{'SiO2': 64, 'TiO2': 95, 'Al2O3': 79, 'FeO': 92, 'MnO': 8, 'MgO': 4, 'CaO': 42, 'Na2O': 12, 'K2O': 64, 'F': 4, 'Cl': 82, 'Bjergart': 'Amfibolit'}
{'SiO2': 3, 'TiO2': 4, 'Al2O3': 34, 'FeO': 47, 'MnO': 43, 'MgO': 18, 'CaO': 48, 'Na2O': 80, 'K2O': 1, 'F': 19, 'Cl': 64, 'Bjergart': 'Amfibolit'}
{'SiO2': 61, 'TiO2': 37, 'Al2O3': 45, 'FeO': 4, 'MnO': 4, 'MgO': 26, 'CaO': 33, 'Na2O': 86, 'K2O': 46, 'F': 56, 'Cl': 90, 'Bjergart': 'Granulit'}
{'SiO2': 15, 'TiO2': 61, 'Al2O3': 50, 'FeO': 90, 'MnO': 89, 'MgO': 12, 'CaO': 45, 'Na2O': 62, 'K2O': 32, 'F': 29, 'Cl': 46, 'Bjergart': 'Basalt'}
{'SiO2': 57, 'TiO2': 41, 'Al2O3': 87, 'FeO': 90, 'MnO': 97, 'MgO': 5, 'CaO': 67, 'Na2O': 15, 'K2O': 59, 'F': 6, 'Cl': 73, 'Bjergart': 'Granulit'}
{'SiO2': 92, 'TiO2': 2, 'Al2O3': 95, 'FeO': 20, 'MnO': 14, 'MgO': 20, 'CaO': 48, 'Na2O': 46, 'K2O': 66, 'F': 78, 'Cl': 42, 'Bjergart': 'Harzburgite'}
{'SiO2': 15, 'TiO2': 94, 'Al2O3': 57, 'FeO': 32, 'MnO': 36, 'MgO': 80, 'CaO': 23, 'Na2O': 85, 'K2O': 49, 'F': 53, 'Cl': 36, 'Bjergart': 'Granulit'}
{'SiO2': 64, 'TiO2': 98, 'Al2O3': 2, 'FeO': 64, 'MnO': 4, 'MgO': 27, 'CaO': 81, 'Na2O': 49, 'K2O': 29, 'F': 66, 'Cl': 2, 'Bjergart': 'Dunit'}
{'SiO2': 79, 'TiO2': 14, 'Al2O3': 54, 'FeO': 5, 'MnO': 77, 'MgO': 1, 'CaO': 54, 'Na2O': 0, 'K2O': 41, 'F': 22, 'Cl': 2, 'Bjergart': 'Harzburgite'}
{'SiO2': 56, 'TiO2': 1, 'Al2O3': 1, 'FeO': 19, 'MnO': 99, 'MgO': 80, 'CaO': 86, 'Na2O': 91, 'K2O': 18, 'F': 46, 'Cl': 66, 'Bjergart': 'Harzburgite'}
{'SiO2': 57, 'TiO2': 75, 'Al2O3': 2, 'FeO': 11, 'MnO': 73, 'MgO': 28, 'CaO': 80, 'Na2O': 47, 'K2O': 56, 'F': 20, 'Cl': 98, 'Bjergart': 'Amfibolit'}
{'SiO2': 9, 'TiO2': 95, 'Al2O3': 50, 'FeO': 99, 'MnO': 3, 'MgO': 95, 'CaO': 42, 'Na2O': 95, 'K2O': 50, 'F': 63, 'Cl': 61, 'Bjergart': 'Amfibolit'}
{'SiO2': 7, 'TiO2': 40, 'Al2O3': 71, 'FeO': 63, 'MnO': 79, 'MgO': 68, 'CaO': 11, 'Na2O': 15, 'K2O': 9, 'F': 78, 'Cl': 77, 'Bjergart': 'Granit'}
{'SiO2': 19, 'TiO2': 94, 'Al2O3': 8, 'FeO': 56, 'MnO': 12, 'MgO': 28, 'CaO': 20, 'Na2O': 55, 'K2O': 75, 'F': 10, 'Cl': 41, 'Bjergart': 'Harzburgite'}
{'SiO2': 37, 'TiO2': 64, 'Al2O3': 25, 'FeO': 17, 'MnO': 82, 'MgO': 29, 'CaO': 17, 'Na2O': 6, 'K2O': 61, 'F': 69, 'Cl': 92, 'Bjergart': 'Gnejs'}
{'SiO2': 28, 'TiO2': 2, 'Al2O3': 66, 'FeO': 42, 'MnO': 73, 'MgO': 51, 'CaO': 65, 'Na2O': 48, 'K2O': 37, 'F': 12, 'Cl': 31, 'Bjergart': 'Dunit'}
{'SiO2': 94, 'TiO2': 61, 'Al2O3': 38, 'FeO': 90, 'MnO': 96, 'MgO': 57, 'CaO': 39, 'Na2O': 37, 'K2O': 23, 'F': 4, 'Cl': 53, 'Bjergart': 'Amfibolit'}
{'SiO2': 47, 'TiO2': 65, 'Al2O3': 83, 'FeO': 40, 'MnO': 37, 'MgO': 68, 'CaO': 7, 'Na2O': 19, 'K2O': 73, 'F': 45, 'Cl': 72, 'Bjergart': 'Dunit'}
{'SiO2': 79, 'TiO2': 63, 'Al2O3': 43, 'FeO': 25, 'MnO': 87, 'MgO': 79, 'CaO': 61, 'Na2O': 38, 'K2O': 36, 'F': 40, 'Cl': 23, 'Bjergart': 'Granulit'}
{'SiO2': 97, 'TiO2': 19, 'Al2O3': 58, 'FeO': 45, 'MnO': 44, 'MgO': 62, 'CaO': 71, 'Na2O': 73, 'K2O': 48, 'F': 88, 'Cl': 10, 'Bjergart': 'Harzburgite'}
{'SiO2': 21, 'TiO2': 16, 'Al2O3': 89, 'FeO': 45, 'MnO': 70, 'MgO': 13, 'CaO': 60, 'Na2O': 50, 'K2O': 93, 'F': 10, 'Cl': 15, 'Bjergart': 'Amfibolit'}
{'SiO2': 10, 'TiO2': 10, 'Al2O3': 79, 'FeO': 49, 'MnO': 27, 'MgO': 89, 'CaO': 9, 'Na2O': 29, 'K2O': 99, 'F': 76, 'Cl': 75, 'Bjergart': 'Harzburgite'}
{'SiO2': 39, 'TiO2': 91, 'Al2O3': 27, 'FeO': 56, 'MnO': 25, 'MgO': 61, 'CaO': 86, 'Na2O': 65, 'K2O': 41, 'F': 15, 'Cl': 69, 'Bjergart': 'Basalt'}
{'SiO2': 5, 'TiO2': 53, 'Al2O3': 7, 'FeO': 25, 'MnO': 82, 'MgO': 34, 'CaO': 83, 'Na2O': 3, 'K2O': 26, 'F': 14, 'Cl': 59, 'Bjergart': 'Basalt'}
{'SiO2': 62, 'TiO2': 68, 'Al2O3': 46, 'FeO': 88, 'MnO': 76, 'MgO': 30, 'CaO': 1, 'Na2O': 80, 'K2O': 41, 'F': 39, 'Cl': 67, 'Bjergart': 'Harzburgite'}
{'SiO2': 62, 'TiO2': 66, 'Al2O3': 33, 'FeO': 27, 'MnO': 37, 'MgO': 6, 'CaO': 100, 'Na2O': 69, 'K2O': 75, 'F': 78, 'Cl': 8, 'Bjergart': 'Amfibolit'}
{'SiO2': 21, 'TiO2': 38, 'Al2O3': 89, 'FeO': 55, 'MnO': 84, 'MgO': 21, 'CaO': 49, 'Na2O': 90, 'K2O': 55, 'F': 55, 'Cl': 25, 'Bjergart': 'Gnejs'}
{'SiO2': 74, 'TiO2': 79, 'Al2O3': 93, 'FeO': 27, 'MnO': 100, 'MgO': 31, 'CaO': 16, 'Na2O': 83, 'K2O': 24, 'F': 92, 'Cl': 14, 'Bjergart': 'Gnejs'}
{'SiO2': 29, 'TiO2': 90, 'Al2O3': 56, 'FeO': 45, 'MnO': 73, 'MgO': 67, 'CaO': 28, 'Na2O': 15, 'K2O': 46, 'F': 38, 'Cl': 95, 'Bjergart': 'Amfibolit'}
{'SiO2': 90, 'TiO2': 72, 'Al2O3': 80, 'FeO': 19, 'MnO': 46, 'MgO': 50, 'CaO': 62, 'Na2O': 34, 'K2O': 35, 'F': 39, 'Cl': 24, 'Bjergart': 'Basalt'}
{'SiO2': 33, 'TiO2': 78, 'Al2O3': 47, 'FeO': 73, 'MnO': 99, 'MgO': 62, 'CaO': 99, 'Na2O': 99, 'K2O': 67, 'F': 48, 'Cl': 48, 'Bjergart': 'Granit'}
{'SiO2': 71, 'TiO2': 60, 'Al2O3': 16, 'FeO': 43, 'MnO': 95, 'MgO': 5, 'CaO': 42, 'Na2O': 67, 'K2O': 2, 'F': 28, 'Cl': 32, 'Bjergart': 'Harzburgite'}
{'SiO2': 24, 'TiO2': 3, 'Al2O3': 43, 'FeO': 98, 'MnO': 20, 'MgO': 78, 'CaO': 13, 'Na2O': 82, 'K2O': 2, 'F': 96, 'Cl': 59, 'Bjergart': 'Basalt'}
{'SiO2': 91, 'TiO2': 81, 'Al2O3': 21, 'FeO': 75, 'MnO': 63, 'MgO': 4, 'CaO': 47, 'Na2O': 1, 'K2O': 6, 'F': 36, 'Cl': 73, 'Bjergart': 'Basalt'}
{'SiO2': 96, 'TiO2': 24, 'Al2O3': 3, 'FeO': 0, 'MnO': 98, 'MgO': 57, 'CaO': 17, 'Na2O': 83, 'K2O': 42, 'F': 16, 'Cl': 6, 'Bjergart': 'Harzburgite'}
{'SiO2': 7, 'TiO2': 60, 'Al2O3': 44, 'FeO': 80, 'MnO': 20, 'MgO': 45, 'CaO': 74, 'Na2O': 80, 'K2O': 51, 'F': 6, 'Cl': 62, 'Bjergart': 'Amfibolit'}
{'SiO2': 2, 'TiO2': 21, 'Al2O3': 58, 'FeO': 16, 'MnO': 33, 'MgO': 40, 'CaO': 99, 'Na2O': 94, 'K2O': 41, 'F': 72, 'Cl': 72, 'Bjergart': 'Gnejs'}
{'SiO2': 16, 'TiO2': 33, 'Al2O3': 4, 'FeO': 4, 'MnO': 71, 'MgO': 100, 'CaO': 44, 'Na2O': 74, 'K2O': 48, 'F': 36, 'Cl': 59, 'Bjergart': 'Dunit'}
{'SiO2': 25, 'TiO2': 69, 'Al2O3': 67, 'FeO': 17, 'MnO': 73, 'MgO': 15, 'CaO': 56, 'Na2O': 89, 'K2O': 79, 'F': 23, 'Cl': 40, 'Bjergart': 'Gnejs'}
{'SiO2': 71, 'TiO2': 50, 'Al2O3': 10, 'FeO': 68, 'MnO': 86, 'MgO': 36, 'CaO': 63, 'Na2O': 73, 'K2O': 5, 'F': 37, 'Cl': 73, 'Bjergart': 'Gnejs'}
{'SiO2': 63, 'TiO2': 65, 'Al2O3': 32, 'FeO': 97, 'MnO': 40, 'MgO': 18, 'CaO': 72, 'Na2O': 53, 'K2O': 2, 'F': 88, 'Cl': 81, 'Bjergart': 'Amfibolit'}
{'SiO2': 29, 'TiO2': 68, 'Al2O3': 32, 'FeO': 6, 'MnO': 42, 'MgO': 15, 'CaO': 13, 'Na2O': 32, 'K2O': 6, 'F': 34, 'Cl': 65, 'Bjergart': 'Granit'}
{'SiO2': 92, 'TiO2': 37, 'Al2O3': 35, 'FeO': 43, 'MnO': 77, 'MgO': 5, 'CaO': 64, 'Na2O': 2, 'K2O': 29, 'F': 3, 'Cl': 90, 'Bjergart': 'Granulit'}
{'SiO2': 80, 'TiO2': 8, 'Al2O3': 59, 'FeO': 62, 'MnO': 35, 'MgO': 28, 'CaO': 50, 'Na2O': 26, 'K2O': 98, 'F': 37, 'Cl': 52, 'Bjergart': 'Gnejs'}
{'SiO2': 39, 'TiO2': 34, 'Al2O3': 17, 'FeO': 66, 'MnO': 48, 'MgO': 95, 'CaO': 68, 'Na2O': 24, 'K2O': 69, 'F': 27, 'Cl': 37, 'Bjergart': 'Granulit'}
{'SiO2': 45, 'TiO2': 93, 'Al2O3': 81, 'FeO': 78, 'MnO': 66, 'MgO': 41, 'CaO': 17, 'Na2O': 2, 'K2O': 5, 'F': 16, 'Cl': 25, 'Bjergart': 'Dunit'}
{'SiO2': 19, 'TiO2': 21, 'Al2O3': 10, 'FeO': 52, 'MnO': 8, 'MgO': 71, 'CaO': 60, 'Na2O': 8, 'K2O': 24, 'F': 40, 'Cl': 63, 'Bjergart': 'Gnejs'}
{'SiO2': 70, 'TiO2': 63, 'Al2O3': 2, 'FeO': 53, 'MnO': 93, 'MgO': 7, 'CaO': 93, 'Na2O': 74, 'K2O': 53, 'F': 93, 'Cl': 27, 'Bjergart': 'Granulit'}
{'SiO2': 76, 'TiO2': 43, 'Al2O3': 90, 'FeO': 42, 'MnO': 26, 'MgO': 83, 'CaO': 23, 'Na2O': 37, 'K2O': 67, 'F': 90, 'Cl': 58, 'Bjergart': 'Granulit'}
{'SiO2': 93, 'TiO2': 64, 'Al2O3': 88, 'FeO': 55, 'MnO': 52, 'MgO': 61, 'CaO': 98, 'Na2O': 27, 'K2O': 98, 'F': 49, 'Cl': 20, 'Bjergart': 'Granulit'}
{'SiO2': 88, 'TiO2': 32, 'Al2O3': 37, 'FeO': 88, 'MnO': 15, 'MgO': 61, 'CaO': 88, 'Na2O': 79, 'K2O': 2, 'F': 78, 'Cl': 84, 'Bjergart': 'Basalt'}
{'SiO2': 67, 'TiO2': 56, 'Al2O3': 53, 'FeO': 90, 'MnO': 43, 'MgO': 22, 'CaO': 70, 'Na2O': 92, 'K2O': 17, 'F': 95, 'Cl': 37, 'Bjergart': 'Harzburgite'}
{'SiO2': 86, 'TiO2': 91, 'Al2O3': 100, 'FeO': 5, 'MnO': 5, 'MgO': 88, 'CaO': 92, 'Na2O': 34, 'K2O': 26, 'F': 66, 'Cl': 86, 'Bjergart': 'Granulit'}
{'SiO2': 34, 'TiO2': 38, 'Al2O3': 46, 'FeO': 83, 'MnO': 69, 'MgO': 62, 'CaO': 47, 'Na2O': 34, 'K2O': 11, 'F': 53, 'Cl': 46, 'Bjergart': 'Dunit'}
{'SiO2': 30, 'TiO2': 34, 'Al2O3': 28, 'FeO': 10, 'MnO': 34, 'MgO': 70, 'CaO': 92, 'Na2O': 50, 'K2O': 74, 'F': 63, 'Cl': 12, 'Bjergart': 'Granulit'}
{'SiO2': 18, 'TiO2': 95, 'Al2O3': 27, 'FeO': 44, 'MnO': 57, 'MgO': 13, 'CaO': 85, 'Na2O': 14, 'K2O': 82, 'F': 81, 'Cl': 6, 'Bjergart': 'Gnejs'}
{'SiO2': 10, 'TiO2': 36, 'Al2O3': 73, 'FeO': 49, 'MnO': 61, 'MgO': 48, 'CaO': 31, 'Na2O': 72, 'K2O': 16, 'F': 21, 'Cl': 28, 'Bjergart': 'Gnejs'}
{'SiO2': 41, 'TiO2': 97, 'Al2O3': 86, 'FeO': 6, 'MnO': 50, 'MgO': 35, 'CaO': 76, 'Na2O': 10, 'K2O': 97, 'F': 40, 'Cl': 59, 'Bjergart': 'Granulit'}
{'SiO2': 88, 'TiO2': 74, 'Al2O3': 5, 'FeO': 75, 'MnO': 92, 'MgO': 61, 'CaO': 70, 'Na2O': 38, 'K2O': 85, 'F': 63, 'Cl': 24, 'Bjergart': 'Granit'}
{'SiO2': 14, 'TiO2': 44, 'Al2O3': 50, 'FeO': 85, 'MnO': 61, 'MgO': 50, 'CaO': 64, 'Na2O': 24, 'K2O': 71, 'F': 36, 'Cl': 48, 'Bjergart': 'Harzburgite'}
{'SiO2': 54, 'TiO2': 43, 'Al2O3': 6, 'FeO': 45, 'MnO': 79, 'MgO': 35, 'CaO': 69, 'Na2O': 35, 'K2O': 68, 'F': 61, 'Cl': 15, 'Bjergart': 'Gnejs'}
{'SiO2': 46, 'TiO2': 63, 'Al2O3': 68, 'FeO': 42, 'MnO': 61, 'MgO': 3, 'CaO': 78, 'Na2O': 14, 'K2O': 91, 'F': 57, 'Cl': 61, 'Bjergart': 'Granit'}
{'SiO2': 65, 'TiO2': 59, 'Al2O3': 18, 'FeO': 99, 'MnO': 22, 'MgO': 61, 'CaO': 73, 'Na2O': 53, 'K2O': 68, 'F': 40, 'Cl': 9, 'Bjergart': 'Gnejs'}
{'SiO2': 69, 'TiO2': 45, 'Al2O3': 34, 'FeO': 91, 'MnO': 31, 'MgO': 75, 'CaO': 88, 'Na2O': 81, 'K2O': 53, 'F': 7, 'Cl': 69, 'Bjergart': 'Dunit'}
{'SiO2': 4, 'TiO2': 39, 'Al2O3': 5, 'FeO': 32, 'MnO': 39, 'MgO': 89, 'CaO': 29, 'Na2O': 45, 'K2O': 80, 'F': 27, 'Cl': 1, 'Bjergart': 'Dunit'}
{'SiO2': 77, 'TiO2': 6, 'Al2O3': 15, 'FeO': 4, 'MnO': 100, 'MgO': 11, 'CaO': 64, 'Na2O': 85, 'K2O': 27, 'F': 31, 'Cl': 51, 'Bjergart': 'Amfibolit'}
